[Train] Epoch:[2/130]	 loss=0.00094	 acc=0.959
[Val] Epoch:[2/130]	best_acc=0.896, ckpt saved
[Train] Epoch:[3/130]	 loss=0.00087	 acc=0.962
[Train] Epoch:[4/130]	 loss=0.00076	 acc=0.967
[Val] Epoch:[4/130]	best_acc=0.898, ckpt saved
[Train] Epoch:[5/130]	 loss=0.00075	 acc=0.967
[Train] Epoch:[6/130]	 loss=0.00062	 acc=0.973
[Val] Epoch:[6/130]	best_acc=0.911, ckpt saved
[Train] Epoch:[7/130]	 loss=0.00061	 acc=0.974
[Train] Epoch:[8/130]	 loss=0.00059	 acc=0.974
[Train] Epoch:[9/130]	 loss=0.00059	 acc=0.975
[Train] Epoch:[10/130]	 loss=0.00047	 acc=0.980
[Train] Epoch:[11/130]	 loss=0.00050	 acc=0.979
[Train] Epoch:[12/130]	 loss=0.00053	 acc=0.977
[Train] Epoch:[13/130]	 loss=0.00047	 acc=0.980
[Train] Epoch:[14/130]	 loss=0.00041	 acc=0.983
[Train] Epoch:[15/130]	 loss=0.00050	 acc=0.978
[Train] Epoch:[16/130]	 loss=0.00041	 acc=0.982
[Train] Epoch:[17/130]	 loss=0.00045	 acc=0.980
[Train] Epoch:[18/130]	 loss=0.00045	 acc=0.981
[Train] Epoch:[19/130]	 loss=0.00041	 acc=0.982
[Train] Epoch:[20/130]	 loss=0.00044	 acc=0.981
[Train] Epoch:[21/130]	 loss=0.00035	 acc=0.985
[Train] Epoch:[22/130]	 loss=0.00038	 acc=0.983
[Train] Epoch:[23/130]	 loss=0.00041	 acc=0.982
[Train] Epoch:[24/130]	 loss=0.00033	 acc=0.986
[Train] Epoch:[25/130]	 loss=0.00042	 acc=0.982
[Train] Epoch:[26/130]	 loss=0.00036	 acc=0.985
[Train] Epoch:[27/130]	 loss=0.00036	 acc=0.985
[Train] Epoch:[28/130]	 loss=0.00034	 acc=0.985
[Train] Epoch:[29/130]	 loss=0.00038	 acc=0.983
[Train] Epoch:[30/130]	 loss=0.00037	 acc=0.984
[Train] Epoch:[31/130]	 loss=0.00032	 acc=0.986
[Train] Epoch:[32/130]	 loss=0.00033	 acc=0.986
[Train] Epoch:[33/130]	 loss=0.00032	 acc=0.987
[Train] Epoch:[34/130]	 loss=0.00031	 acc=0.987
[Train] Epoch:[35/130]	 loss=0.00040	 acc=0.983
[Train] Epoch:[36/130]	 loss=0.00032	 acc=0.986
[Train] Epoch:[37/130]	 loss=0.00032	 acc=0.986
[Train] Epoch:[38/130]	 loss=0.00033	 acc=0.986
[Train] Epoch:[39/130]	 loss=0.00029	 acc=0.988
[Train] Epoch:[40/130]	 loss=0.00031	 acc=0.987
[Train] Epoch:[41/130]	 loss=0.00036	 acc=0.984
[Train] Epoch:[42/130]	 loss=0.00033	 acc=0.986
[Train] Epoch:[43/130]	 loss=0.00031	 acc=0.986
[Train] Epoch:[44/130]	 loss=0.00028	 acc=0.988
[Train] Epoch:[45/130]	 loss=0.00026	 acc=0.989
[Train] Epoch:[46/130]	 loss=0.00035	 acc=0.985
