[Train] Epoch:[55/100]	 loss=0.00190	 acc=0.920
[Val] Epoch:[55/100]	best_acc=0.833, ckpt saved
[Train] Epoch:[56/100]	 loss=0.00071	 acc=0.972
[Train] Epoch:[57/100]	 loss=0.00050	 acc=0.982
[Val] Epoch:[57/100]	best_acc=0.836, ckpt saved
[Train] Epoch:[58/100]	 loss=0.00043	 acc=0.984
[Train] Epoch:[59/100]	 loss=0.00066	 acc=0.974
[Train] Epoch:[60/100]	 loss=0.00109	 acc=0.955
[Train] Epoch:[61/100]	 loss=0.00082	 acc=0.966
[Train] Epoch:[62/100]	 loss=0.00063	 acc=0.974
[Train] Epoch:[63/100]	 loss=0.00058	 acc=0.978
[Train] Epoch:[64/100]	 loss=0.00064	 acc=0.974
[Train] Epoch:[65/100]	 loss=0.00067	 acc=0.973
[Train] Epoch:[66/100]	 loss=0.00058	 acc=0.976
[Train] Epoch:[67/100]	 loss=0.00061	 acc=0.975
[Train] Epoch:[68/100]	 loss=0.00059	 acc=0.977
[Train] Epoch:[69/100]	 loss=0.00072	 acc=0.971
[Train] Epoch:[70/100]	 loss=0.00060	 acc=0.975
[Train] Epoch:[71/100]	 loss=0.00042	 acc=0.984
[Train] Epoch:[72/100]	 loss=0.00042	 acc=0.984
[Train] Epoch:[73/100]	 loss=0.00053	 acc=0.979
[Train] Epoch:[74/100]	 loss=0.00078	 acc=0.968
[Train] Epoch:[75/100]	 loss=0.00050	 acc=0.980
[Train] Epoch:[76/100]	 loss=0.00050	 acc=0.980
[Train] Epoch:[77/100]	 loss=0.00057	 acc=0.977
[Train] Epoch:[78/100]	 loss=0.00050	 acc=0.980
[Train] Epoch:[79/100]	 loss=0.00043	 acc=0.983
[Train] Epoch:[80/100]	 loss=0.00048	 acc=0.981
[Train] Epoch:[81/100]	 loss=0.00061	 acc=0.975
[Train] Epoch:[82/100]	 loss=0.00058	 acc=0.978
[Train] Epoch:[83/100]	 loss=0.00053	 acc=0.978
[Train] Epoch:[84/100]	 loss=0.00037	 acc=0.985
[Train] Epoch:[85/100]	 loss=0.00048	 acc=0.980
[Train] Epoch:[86/100]	 loss=0.00057	 acc=0.977
[Train] Epoch:[87/100]	 loss=0.00043	 acc=0.983
[Train] Epoch:[88/100]	 loss=0.00032	 acc=0.988
[Train] Epoch:[89/100]	 loss=0.00053	 acc=0.980
[Train] Epoch:[90/100]	 loss=0.00066	 acc=0.974
[Train] Epoch:[91/100]	 loss=0.00058	 acc=0.977
[Train] Epoch:[92/100]	 loss=0.00041	 acc=0.984
[Train] Epoch:[93/100]	 loss=0.00026	 acc=0.990
[Train] Epoch:[94/100]	 loss=0.00046	 acc=0.982
[Train] Epoch:[95/100]	 loss=0.00075	 acc=0.970
[Train] Epoch:[96/100]	 loss=0.00040	 acc=0.984
[Train] Epoch:[97/100]	 loss=0.00036	 acc=0.985
[Train] Epoch:[98/100]	 loss=0.00048	 acc=0.981
[Train] Epoch:[99/100]	 loss=0.00054	 acc=0.978
